Keyword	formatted_address	geometry	name	place_id	rating	user_ratings_total	Longitude	Latitude
Musée Fenaille de Rodez , Rodez, France	14 Place Eugène Raynaldy, 12000 Rodez, France	{'location': {'lat': 44.34915600000001, 'lng': 2.576579}, 'viewport': {'northeast': {'lat': 44.35055817989272, 'lng': 2.577930729892722}, 'southwest': {'lat': 44.34785852010728, 'lng': 2.575231070107277}}}	Musée Fenaille	ChIJcVVzqaF9shIRnS2H9s5R-o4	4.4	451	2.576579	44.34915600000001
Maison de l'Aubrac à Saint Chély d'Aubrac, Saint Chély d'Aubrac, France	1, Aubrac, 12470, France	{'location': {'lat': 44.6213062, 'lng': 2.9875135}, 'viewport': {'northeast': {'lat': 44.62265627989272, 'lng': 2.988866079892722}, 'southwest': {'lat': 44.61995662010727, 'lng': 2.986166420107277}}}	Maison de l'Aubrac	ChIJEYquMePmshIRuqvy3tyH68Q	4.4	241	2.9875135	44.6213062
Maison de l'artisanat et des métiers d'art de Marseille, Marseille, France	21 Cours Honoré d'Estienne d'Orves, 13001 Marseille, France	{'location': {'lat': 43.2927803, 'lng': 5.373752199999999}, 'viewport': {'northeast': {'lat': 43.29407822989272, 'lng': 5.375129579892721}, 'southwest': {'lat': 43.29137857010728, 'lng': 5.372429920107277}}}	Maison de l'Artisanat et des Métiers d'Art	ChIJGW00fbjAyRIRDaMW7jACTnY	4.2	151	5.373752199999999	43.2927803
Fondation Vasarely d'Aix en Provence, Aix en Provence, France	1 Avenue Marcel Pagnol, 13090 Aix-en-Provence, France	{'location': {'lat': 43.5212894, 'lng': 5.42498}, 'viewport': {'northeast': {'lat': 43.52283312989272, 'lng': 5.425704129892722}, 'southwest': {'lat': 43.52013347010728, 'lng': 5.423004470107278}}}	Fondation Vasarely	ChIJN9tgM22NyRIRhqdRDQqa9-I	4.2	1293	5.42498	43.5212894
Reptilarium du Larzac à Sainte Eulalie de Cernon, Sainte Eulalie de Cernon, France	Chemin de Millau, 12230 Sainte-Eulalie-de-Cernon, France	{'location': {'lat': 43.9836111, 'lng': 3.1377778}, 'viewport': {'northeast': {'lat': 43.98495472989271, 'lng': 3.139087979892722}, 'southwest': {'lat': 43.98225507010727, 'lng': 3.136388320107277}}}	Le Reptilarium du Larzac	ChIJKYX3orPLsxIRqdiTAn8rZwY	4.4	478	3.1377778	43.9836111
Atelier de Cézanne à Aix en Provence, Aix en Provence, France	9 Avenue Paul Cézanne, 13100 Aix-en-Provence, France	{'location': {'lat': 43.538328, 'lng': 5.446381}, 'viewport': {'northeast': {'lat': 43.53967777989271, 'lng': 5.447730379892721}, 'southwest': {'lat': 43.53697812010727, 'lng': 5.445030720107277}}}	Atelier de Cezanne	ChIJbWuu1a-NyRIR5PiAGLX0xf4	4	1397	5.446381	43.538328
Musée du Rouergue, Musée de la mine à Aubin, Aubin, France	26 Allée du Musée, 12110 Aubin, France	{'location': {'lat': 44.5266641, 'lng': 2.2463863}, 'viewport': {'northeast': {'lat': 44.52806677989272, 'lng': 2.247742729892722}, 'southwest': {'lat': 44.52536712010727, 'lng': 2.245043070107277}}}	Musée de la Mine	ChIJoxZrDN9xrRIRfWxC4ostVAc	4.4	132	2.2463863	44.5266641
Ecomusée de la forêt méditerranéenne de Gardanne, Gardanne, France	RD 7, 20 Chemin de Roman, 13120 Gardanne, France	{'location': {'lat': 43.4710532, 'lng': 5.4514363}, 'viewport': {'northeast': {'lat': 43.47245027989273, 'lng': 5.452702229892723}, 'southwest': {'lat': 43.46975062010728, 'lng': 5.450002570107279}}}	Ecomusée de la Forêt Méditerranéenne	ChIJzWbtCFOSyRIRrB3c9OG82G0	4.3	186	5.4514363	43.4710532
Musée de Millau, Millau, France	Place Maréchal Foch, 12100 Millau, France	{'location': {'lat': 44.0976472, 'lng': 3.0809616}, 'viewport': {'northeast': {'lat': 44.09900022989272, 'lng': 3.082273079892722}, 'southwest': {'lat': 44.09630057010727, 'lng': 3.079573420107278}}}	Musée de Millau et des Grands Causses	ChIJMadF2iNLshIRUYwY2xPFq4s	4.3	193	3.0809616	44.0976472
Micropolis cité des insectes à Saint Léons, Saint Léons, France	Le Bourg, 12780 Saint-Léons, France	{'location': {'lat': 44.215092, 'lng': 2.988794}, 'viewport': {'northeast': {'lat': 44.21644182989272, 'lng': 2.990143829892723}, 'southwest': {'lat': 44.21374217010727, 'lng': 2.987444170107278}}}	Micropolis Cité des Insectes	ChIJZdYHYdPrrhIRsKNSNiBLXsw	4.3	1527	2.988794	44.215092
Caumont Centre d'Art, Aix en Provence, France	3 Rue Joseph Cabassol, 13100 Aix-en-Provence, France	{'location': {'lat': 43.5260019, 'lng': 5.4491732}, 'viewport': {'northeast': {'lat': 43.52733247989272, 'lng': 5.450321179892722}, 'southwest': {'lat': 43.52463282010728, 'lng': 5.447621520107278}}}	Hôtel de Caumont	ChIJzcfoypeNyRIRChMSdOJ8E9M	4.6	3808	5.4491732	43.5260019
Galerie d'art du Conseil Général à Aix en Provence, Aix en Provence, France	20 Rue de la Glacière, 13100 Aix-en-Provence, France	{'location': {'lat': 43.5284514, 'lng': 5.448083599999999}, 'viewport': {'northeast': {'lat': 43.53006282989273, 'lng': 5.449688379892722}, 'southwest': {'lat': 43.52736317010729, 'lng': 5.446988720107278}}}	Galerie d'art Carré d'artistes Aix-en-Provence	ChIJO9pOa72NyRIR--iC1u4LKB4	4.8	13	5.448083599999999	43.5284514
Site templier de la Cavalerie, La Cavalerie, France	Rue de la ville, 12230 La Cavalerie, France	{'location': {'lat': 44.00848939999999, 'lng': 3.157786}, 'viewport': {'northeast': {'lat': 44.00981847989272, 'lng': 3.159251029892722}, 'southwest': {'lat': 44.00711882010728, 'lng': 3.156551370107278}}}	Point Accueil des remparts de La Cavalerie	ChIJ8Rr0cnrLsxIRjO3FEmzNQVM	4.3	15	3.157786	44.00848939999999
Le petit monde de Pagnol à Aubagne, Aubagne, France	4 Cour de Clastres, 13400 Aubagne, France	{'location': {'lat': 43.293023, 'lng': 5.5709952}, 'viewport': {'northeast': {'lat': 43.29441867989273, 'lng': 5.572113429892721}, 'southwest': {'lat': 43.29171902010729, 'lng': 5.569413770107277}}}	Le Petit monde de Marcel Pagnol	ChIJ1VKpCDejyRIR0EEyFKmsMNM	4.4	269	5.5709952	43.293023
Musée Denys Puech de Rodez, Rodez, France	Place Clemenceau, 12000 Rodez, France	{'location': {'lat': 44.3488889, 'lng': 2.5783333}, 'viewport': {'northeast': {'lat': 44.35036502989272, 'lng': 2.579706579892722}, 'southwest': {'lat': 44.34766537010728, 'lng': 2.577006920107277}}}	Musée Denys-Puech	ChIJj0haYKB9shIRNl-p0zEP30E	3.9	109	2.5783333	44.3488889
Maison de la Sainte Victoire de Saint Antonin sur Bayon, Saint Antonin sur Bayon, France	D17, 13100 Saint-Antonin-sur-Bayon, France	{'location': {'lat': 43.5191688, 'lng': 5.5839929}, 'viewport': {'northeast': {'lat': 43.52070552989272, 'lng': 5.585144079892722}, 'southwest': {'lat': 43.51800587010728, 'lng': 5.582444420107278}}}	Restaurant Maison Sainte-Victoire	ChIJ14DqUv2FyRIRfvxUH7X3Wgs	4.8	51	5.5839929	43.5191688
Maison de Nostradamus à Salon de Provence, Salon de Provence, France	Rue Nostradamus, 13300 Salon-de-Provence, France	{'location': {'lat': 43.6408819, 'lng': 5.0976284}, 'viewport': {'northeast': {'lat': 43.64240172989273, 'lng': 5.099257379892721}, 'southwest': {'lat': 43.63970207010728, 'lng': 5.096557720107278}}}	Maison de Nostradamus	ChIJxSWAdln_yRIRsBhVAUg4T2c	3	58	5.0976284	43.6408819
Musée de la préhistoire de Menton, Menton, France	14 - 16 Place du Musée, 06500 Menton, France	{'location': {'lat': 43.7769363, 'lng': 7.503449499999999}, 'viewport': {'northeast': {'lat': 43.77824457989272, 'lng': 7.504824129892721}, 'southwest': {'lat': 43.77554492010728, 'lng': 7.502124470107277}}}	Musée de Préhistoire Régionale « Stanislas Bonfils »	ChIJg3ntm-DrzRIRDWdctw1hE_4	4.2	74	7.503449499999999	43.7769363
Vésubia Mountain Park, Saint Martin Vésubie, France	Allée du Dr Fulconis, 06450 Saint-Martin-Vésubie, France	{'location': {'lat': 44.0715484, 'lng': 7.252962500000001}, 'viewport': {'northeast': {'lat': 44.07300332989272, 'lng': 7.254487729892722}, 'southwest': {'lat': 44.07030367010728, 'lng': 7.251788070107278}}}	Vesúbia Mountain Park	ChIJIafM92ivzRIRjT_6BpyooNw	4.5	496	7.252962500000001	44.0715484
Palais Lascaris de Nice, Nice, France	15 Rue Droite, 06300 Nice, France	{'location': {'lat': 43.6976766, 'lng': 7.277245799999999}, 'viewport': {'northeast': {'lat': 43.69901402989273, 'lng': 7.278658529892721}, 'southwest': {'lat': 43.69631437010728, 'lng': 7.275958870107277}}}	Musée du Palais Lascaris	ChIJUwaVobzazRIR3m1H7yJQQo0	4.3	787	7.277245799999999	43.6976766
Ardèche Lamas à Saint Remèze, Saint Remèze, France	07700 Saint-Remèze, France	{'location': {'lat': 44.39168799999999, 'lng': 4.501187}, 'viewport': {'northeast': {'lat': 44.41815889999999, 'lng': 4.553242099999999}, 'southwest': {'lat': 44.335405, 'lng': 4.4425519}}}	Saint-Remèze	ChIJdV3J4CMEtRIRYAK7I-459Fc	4.501187	44.39168799999999
Musée Terra Amata de Nice, Nice, France	25 Boulevard Carnot, 06000 Nice, France	{'location': {'lat': 43.6978008, 'lng': 7.2892475}, 'viewport': {'northeast': {'lat': 43.69916717989272, 'lng': 7.290507429892721}, 'southwest': {'lat': 43.69646752010728, 'lng': 7.287807770107277}}}	Musée de Préhistoire de Terra Amata	ChIJuyy7PsfazRIRJahfbuqHf4s	3.9	231	7.2892475	43.6978008
Musée Picasso d'Antibes, Antibes, France	place mariejol, 06600 Antibes, France	{'location': {'lat': 43.5808594, 'lng': 7.1281212}, 'viewport': {'northeast': {'lat': 43.58224312989272, 'lng': 7.129723779892723}, 'southwest': {'lat': 43.57954347010728, 'lng': 7.127024120107279}}}	Musée Picasso	ChIJ3cH6_XDVzRIRXWN7WYBWE1s	4.2	3226	7.1281212	43.5808594
Musée national du sport à Nice, Nice, France	Stade Allianz Riviera, Boulevard des Jardiniers, 06200 Nice, France	{'location': {'lat': 43.7062447, 'lng': 7.192220600000001}, 'viewport': {'northeast': {'lat': 43.70778787989273, 'lng': 7.193139029892723}, 'southwest': {'lat': 43.70508822010728, 'lng': 7.19043937010728}}}	Musée National du Sport	ChIJqQL57JLRzRIRYldxi3l6poE	4.2	556	7.192220600000001	43.7062447
Musée national Chagall de Nice, Nice, France	Avenue Dr Ménard, 06000 Nice, France	{'location': {'lat': 43.7091523, 'lng': 7.269355999999999}, 'viewport': {'northeast': {'lat': 43.71056772989272, 'lng': 7.270471329892719}, 'southwest': {'lat': 43.70786807010727, 'lng': 7.267771670107275}}}	Musée National Marc Chagall	ChIJI9rouKvazRIRqmGBA1K3IzQ	4.4	3409	7.269355999999999	43.7091523
Parc Marineland d'Antibes, Antibes, France	306 Avenue Mozart, 06600 Antibes, France	{'location': {'lat': 43.6150034, 'lng': 7.1207411}, 'viewport': {'northeast': {'lat': 43.61635297989272, 'lng': 7.122091029892721}, 'southwest': {'lat': 43.61365332010728, 'lng': 7.119391370107278}}}	Marineland	ChIJgyev0-TUzRIR9Sn0bQrhzRE	3.8	13045	7.1207411	43.6150034
Musée départemental des Merveilles de Tende , Tende, France	Avenue du 16 Septembre 1947, 06430 Tende, France	{'location': {'lat': 44.0902737, 'lng': 7.5925749}, 'viewport': {'northeast': {'lat': 44.09165187989272, 'lng': 7.594053079892721}, 'southwest': {'lat': 44.08895222010727, 'lng': 7.591353420107277}}}	Musée départemental des Merveilles	ChIJ2-SNYsCczRIRsc7MudRkX-k	4.6	420	7.5925749	44.0902737
Musée fondation Henry Clews de Mandelieu, Mandelieu la Napoule, France	453 Avenue Henry Clews, 06210 Mandelieu-la-Napoule, France	{'location': {'lat': 43.5232846, 'lng': 6.9429997}, 'viewport': {'northeast': {'lat': 43.52500702989272, 'lng': 6.943997029892722}, 'southwest': {'lat': 43.52230737010728, 'lng': 6.941297370107278}}}	Le Château de la Napoule	ChIJOxvCcUCDzhIRbYeKW888mQs	4.5	2030	6.9429997	43.5232846
Musée d'histoire locale de Saint Paul de Vence, Saint Paul, France	Montée de la Castre, 06570 Vence, France	{'location': {'lat': 43.6969121, 'lng': 7.1222483}, 'viewport': {'northeast': {'lat': 43.69845777989272, 'lng': 7.123806579892721}, 'southwest': {'lat': 43.69575812010728, 'lng': 7.121106920107277}}}	Musée d'Histoire Locale	ChIJzVUAi-7SzRIRK_ttGMWt510	4.6	14	7.1222483	43.6969121
Musée d'histoire locale de Saint Paul de Vence, Saint Paul, France	Place de la Mairie, 06570 Saint-Paul-de-Vence, France	{'location': {'lat': 43.6969131, 'lng': 7.1223271}, 'viewport': {'northeast': {'lat': 43.69830727989272, 'lng': 7.123233879892721}, 'southwest': {'lat': 43.69560762010727, 'lng': 7.120534220107277}}}	Boutique du Musée	ChIJ1UMr9e7SzRIRiRQFQ9Hq4JA	0.0	0	7.1223271	43.6969131
Musée de la photographie de Nice, Nice, France	1 Place Pierre Gautier, 06300 Nice, France	{'location': {'lat': 43.6959194, 'lng': 7.2746111}, 'viewport': {'northeast': {'lat': 43.69734697989272, 'lng': 7.276167679892722}, 'southwest': {'lat': 43.69464732010728, 'lng': 7.273468020107278}}}	Musée de la Photographie Charles Nègre	ChIJ4WcweKbazRIRkz2JycBURSY	4.1	469	7.2746111	43.6959194
Musée provençal du costume & du bijou de Grasse, Grasse, France	2 Rue Jean Ossola, 06130 Grasse, France	{'location': {'lat': 43.6576485, 'lng': 6.9221606}, 'viewport': {'northeast': {'lat': 43.65902762989272, 'lng': 6.923468429892722}, 'southwest': {'lat': 43.65632797010728, 'lng': 6.920768770107278}}}	Musée Provençal du Costume et du Bijou	ChIJy6XUtaoozBIRII1KjdT92_I	4.2	54	6.9221606	43.6576485
Musée départemental des arts asiatiques de Nice, Nice, France	405 Prom. des Anglais, 06200 Nice, France	{'location': {'lat': 43.6680556, 'lng': 7.215555600000001}, 'viewport': {'northeast': {'lat': 43.66937022989272, 'lng': 7.216868929892722}, 'southwest': {'lat': 43.66667057010728, 'lng': 7.214169270107278}}}	Musée des Arts Asiatiques	ChIJ8yI11QLRzRIRHXn9-Zjb4m8	4.5	586	7.215555600000001	43.6680556
Musée Palais Masséna de Nice, Nice, France	65 Rue de France, 06000 Nice, France	{'location': {'lat': 43.69533, 'lng': 7.258937}, 'viewport': {'northeast': {'lat': 43.69685287989272, 'lng': 7.260245579892721}, 'southwest': {'lat': 43.69415322010728, 'lng': 7.257545920107277}}}	Villa Masséna Musée	ChIJhTGpmQzQzRIReHufaPpzC-I	4.4	1399	7.258937	43.69533
Musée Matisse de Nice, Nice, France	Place Jean-Paul II Pape, 06000 Nice, France	{'location': {'lat': 43.7202028, 'lng': 7.2785406}, 'viewport': {'northeast': {'lat': 43.72155237989271, 'lng': 7.279934029892722}, 'southwest': {'lat': 43.71885272010727, 'lng': 7.277234370107278}}}	parking musée matisse	ChIJ3Xs-oU_FzRIRB3TlJ_1H45U	4	4	7.2785406	43.7202028
Musée Matisse de Nice, Nice, France	06000 Nice, France	{'location': {'lat': 43.7202366, 'lng': 7.2750382}, 'viewport': {'northeast': {'lat': 43.72158017989272, 'lng': 7.27639462989272}, 'southwest': {'lat': 43.71888052010728, 'lng': 7.273694970107276}}}	Arènes / Musée Matisse	ChIJcZh7OVDFzRIR72uNHxOs5Hk	3	2	7.2750382	43.7202366
Musée national Picasso & château Magnelli de Vallauris, Vallauris, France	Place de la Libération, 06220 Vallauris, France	{'location': {'lat': 43.5799817, 'lng': 7.053182499999999}, 'viewport': {'northeast': {'lat': 43.58146412989272, 'lng': 7.054203579892722}, 'southwest': {'lat': 43.57876447010727, 'lng': 7.051503920107278}}}	Musée national Pablo Picasso - La Guerre et la Paix	ChIJf33s5YYqzBIR0JL8xhhoLDM	4.2	355	7.053182499999999	43.5799817
Musée des beaux-arts Jules Chéret de Nice, Nice, France	33 Avenue des Baumettes, 06000 Nice, France	{'location': {'lat': 43.6945205, 'lng': 7.2488375}, 'viewport': {'northeast': {'lat': 43.69602737989273, 'lng': 7.250336379892722}, 'southwest': {'lat': 43.69332772010728, 'lng': 7.247636720107278}}}	Musée des Beaux-Arts de Nice	ChIJ6_XyqmzQzRIRXV6O4YKDuFg	4.2	507	7.2488375	43.6945205
Domaine des oiseaux, Mazères, France	Augé, Route de Calmont, 09270 Mazères, France	{'location': {'lat': 43.2682157, 'lng': 1.6609601}, 'viewport': {'northeast': {'lat': 43.26921362989272, 'lng': 1.662684679892722}, 'southwest': {'lat': 43.26651397010728, 'lng': 1.659985020107278}}}	Le Domaine des Oiseaux	ChIJZ15yb9vkrhIRfRjv2J24XDU	4.6	497	1.6609601	43.2682157
Safari de Peaugres, Peaugres, France	D821, 07340 Peaugres, France	{'location': {'lat': 45.266227, 'lng': 4.7238937}, 'viewport': {'northeast': {'lat': 45.26765982989273, 'lng': 4.725283279892722}, 'southwest': {'lat': 45.26496017010728, 'lng': 4.722583620107278}}}	Safari de Peaugres	ChIJT2Ef0xcU9UcRToBZzInkK3Y	4.5	5480	4.7238937	45.266227
Musée Renoir de Cagnes sur Mer, Cagnes sur Mer, France	Musée Renoir, 19 Chemin des Collettes, 06800 Cagnes-sur-Mer, France	{'location': {'lat': 43.6676571, 'lng': 7.1570242}, 'viewport': {'northeast': {'lat': 43.66900692989272, 'lng': 7.158374029892721}, 'southwest': {'lat': 43.66630727010728, 'lng': 7.155674370107278}}}	Musée Renoir	ChIJZWsxGr_TzRIRg650R3GfJC0	4.4	727	7.1570242	43.6676571
Fortifications de Rocroi, Rocroi, France	08230 Rocroi, France	{'location': {'lat': 49.9268855, 'lng': 4.5197626}, 'viewport': {'northeast': {'lat': 49.92812172989272, 'lng': 4.521176679892722}, 'southwest': {'lat': 49.92542207010728, 'lng': 4.518477020107278}}}	Fortifications de Rocroi	ChIJoVaT6vEB6kcRqd_XRY3LlLI	4.4	23	4.5197626	49.9268855
Fortifications de Rocroi, Rocroi, France	10 Avenue du Général Moreau, 08230 Rocroi, France	{'location': {'lat': 49.9220909, 'lng': 4.520049999999999}, 'viewport': {'northeast': {'lat': 49.92319102989271, 'lng': 4.52082582989272}, 'southwest': {'lat': 49.92049137010727, 'lng': 4.518126170107276}}}	Fortifications de Rocroi	ChIJ_cKnKh8B6kcRVgg2LpYW-yQ	3.0	1	4.520049999999999	49.9220909
